email_id,received_at,body
961,2025-12-18T02:02:44.135503,Just checking in for an update on my order ORD-10961. Thanks.
962,2025-12-19T07:44:44.135503,Can you tell me the status of my order ORD-10962?
963,2025-12-10T22:01:44.135503,I need help understanding my last invoice. Invoice INV-10963.
964,2025-12-15T22:17:44.135503,I have made the payment but not confirmed to order. Now what should i do
965,2025-12-12T06:27:44.135503,Can you tell me the status of my order ORD-10965?
966,2025-12-17T01:07:44.135503,Why is this taking so long? Order number ORD-10966.
967,2025-12-10T19:09:44.135503,I requested a refund 3 days ago. Order ID ORD-10967. Please update.
968,2025-12-20T11:44:44.135503,Can you tell me the status of my order ORD-10968?
969,2025-12-11T06:43:44.135503,I requested a refund 2 days ago. Order ID ORD-10969. Please update.
970,2025-12-10T16:53:44.135503,I need help understanding my last invoice. Invoice INV-10970.
971,2025-12-16T21:42:44.135503,My order ORD-10971 is delayed. This is very frustrating.
972,2025-12-18T09:16:44.135503,Please cancel my subscription immediately. Account ID ACC-10972.
973,2025-12-20T14:05:44.135503,Can you tell me the status of my order ORD-10973?
974,2025-12-18T16:36:44.135503,Why is this taking so long? Order number ORD-10974.
975,2025-12-17T03:17:44.135503,Is my product shipping is done ?
976,2025-12-16T08:43:44.135503,I requested a refund 6 days ago. Order ID ORD-10976. Please update.
977,2025-12-14T14:18:44.135503,My delivery has not arrived yet. Order ORD-10977.
978,2025-12-21T08:05:44.135503,I have made the payment but not confirmed to order. Now what should i do
979,2025-12-20T06:07:44.135503,Can you tell me the status of my order ORD-10979?
980,2025-12-12T22:12:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
981,2025-12-17T02:36:44.135503,My order ORD-10981 is delayed. This is very frustrating.
982,2025-12-11T02:06:44.135503,My delivery has not arrived yet. Order ORD-10982.
983,2025-12-21T03:05:44.135503,"I ordered a product but i recieved a old used product , refund my money"
984,2025-12-19T18:19:44.135503,"I ordered a product but i recieved a old used product , refund my money"
985,2025-12-14T10:20:44.135503,My delivery has not arrived yet. Order ORD-10985.
986,2025-12-11T03:33:44.135503,I requested a refund 5 days ago. Order ID ORD-10986. Please update.
987,2025-12-18T07:52:44.135503,My delivery has not arrived yet. Order ORD-10987.
988,2025-12-11T13:53:44.135503,I requested a refund 10 days ago. Order ID ORD-10988. Please update.
989,2025-12-18T13:27:44.135503,"I have ordered 2 products , i recieved from both at a time form same delivery person , I didnt like both the proeducts i requested for return . The agent alloted is different for each product but the delivery agent took my both product and not answering calls i want refund for both the products."
990,2025-12-10T22:21:44.135503,Please cancel my subscription immediately. Account ID ACC-10990.
991,2025-12-21T07:20:44.135503,I need help understanding my last invoice. Invoice INV-10991.
992,2025-12-12T05:19:44.135503,Is my product shipping is done ?
993,2025-12-14T03:03:44.135503,My order ORD-10993 is delayed. This is very frustrating.
994,2025-12-19T20:21:44.135503,Just checking in for an update on my order ORD-10994. Thanks.
995,2025-12-17T09:55:44.135503,My order ORD-10995 is delayed. This is very frustrating.
996,2025-12-14T17:35:44.135503,I requested a refund 2 days ago. Order ID ORD-10996. Please update.
997,2025-12-20T00:09:44.135503,I have not received my refund for order ORD-10997.
998,2025-12-17T05:34:44.135503,I have made the payment but not confirmed to order. Now what should i do
999,2025-12-11T01:37:44.135503,"I ordered a product but i recieved a old used product , refund my money"
1000,2025-12-17T19:20:44.135503,I need help understanding my last invoice. Invoice INV-11000.
